Black,Hispanic,Female,Amount,MPHover,Age,OutTown,OutState,StatePol
0,0,1,NA,12,35,0,0,0
0,0,1,NA,10,60,0,0,0
0,0,1,NA,10,39,1,1,0
0,0,0,NA,17,36,0,0,0
0,0,1,NA,15,29,0,0,0
0,0,0,125,15,31,1,0,1
0,0,0,75,10,59,1,0,0
0,0,1,75,10,22,0,0,0
0,0,1,NA,15,37,1,0,0
0,0,0,50,13,44,1,1,0
0,0,1,NA,8,43,0,0,0
0,0,0,125,15,33,1,0,0
0,0,1,NA,12,25,0,0,0
0,0,0,NA,10,33,1,0,0
0,0,1,NA,10,21,1,0,0
0,0,1,NA,14,21,1,0,0
0,0,1,NA,15,29,1,0,0
0,0,0,75,10,42,1,0,1
0,0,1,NA,16,85,1,0,0
0,0,1,145,17,33,1,0,0
0,0,1,NA,13,38,1,0,0
0,0,1,165,19,42,0,0,0
0,1,1,NA,15,21,0,0,0
0,0,0,NA,14,40,0,0,0
0,0,0,135,16,56,1,0,0
0,0,1,NA,10,35,1,0,0
0,0,0,NA,14,44,1,0,0
0,0,1,155,18,35,1,0,0
0,0,0,NA,14,18,1,0,0
0,0,0,NA,19,46,0,0,0
0,0,0,NA,15,40,0,0,0
0,0,1,NA,8,41,1,0,0
0,0,1,75,18,35,0,0,0
0,0,1,NA,15,55,0,0,0
0,0,0,NA,13,50,1,0,0
0,0,1,NA,13,25,1,0,0
0,0,1,NA,10,45,1,0,0
0,0,0,75,10,39,1,0,0
0,0,0,NA,12,41,1,0,0
0,0,0,75,10,41,1,0,0
0,0,1,NA,10,37,1,0,0
0,0,1,NA,10,30,1,0,0
0,0,0,NA,14,51,1,0,0
0,0,1,NA,10,52,0,0,0
0,0,0,NA,12,40,1,0,0
0,0,1,NA,12,48,0,0,0
0,0,0,NA,13,35,0,0,0
0,0,1,NA,15,26,0,0,0
0,0,0,NA,10,30,0,0,0
0,0,1,NA,14,65,1,1,0
0,0,1,NA,9,36,0,0,0
0,0,0,NA,10,39,1,0,0
1,0,0,95,13,19,1,0,1
0,0,0,NA,16,53,1,0,0
0,0,0,NA,10,50,1,0,0
0,0,0,NA,17,33,0,0,0
0,0,0,245,27,28,1,0,1
0,0,0,NA,10,28,1,0,0
0,0,0,NA,10,17,1,0,1
0,0,0,NA,10,40,1,0,0
1,0,0,NA,15,39,1,0,0
0,0,1,NA,10,24,0,0,0
0,0,1,NA,5,25,0,0,0
0,0,1,235,26,39,0,0,0
0,0,1,NA,15,25,0,0,0
0,0,0,50,10,43,1,0,0
0,0,0,75,10,35,1,0,0
0,0,1,NA,10,38,0,0,0
1,0,0,NA,10,19,0,0,0
0,0,0,75,10,24,0,0,0
0,0,1,NA,15,52,1,0,0
0,0,1,NA,10,26,0,0,0
0,0,1,NA,10,47,0,0,0
0,0,0,NA,15,24,1,0,0
0,0,1,NA,10,18,0,0,0
0,0,1,NA,8,24,1,1,0
0,0,0,NA,10,38,0,0,0
0,0,0,75,15,57,1,0,0
0,0,1,NA,10,27,1,1,0
0,0,1,50,10,29,0,0,0
0,0,1,NA,10,55,1,0,0
0,0,1,NA,10,61,1,0,0
0,0,1,NA,10,43,0,0,0
0,0,0,NA,16,24,1,1,0
0,0,0,NA,14,21,1,0,0
0,0,0,NA,10,31,0,0,0
0,0,0,NA,10,62,0,0,0
0,0,0,NA,16,23,1,0,0
0,0,1,NA,15,38,1,0,1
0,0,1,NA,10,38,1,0,0
0,0,0,NA,15,27,1,1,0
0,0,0,NA,15,44,0,0,0
0,0,1,NA,15,32,1,0,0
0,0,0,NA,10,28,1,0,0
0,0,1,NA,10,23,0,0,0
0,0,0,NA,14,30,1,1,0
0,0,1,NA,10,31,0,0,0
0,0,0,155,18,58,1,0,1
0,0,0,NA,18,45,1,0,0
0,1,0,NA,10,33,1,1,0
0,0,0,NA,9,58,1,0,0
0,0,1,NA,10,28,1,0,0
0,0,1,NA,19,26,1,0,0
0,0,1,NA,15,60,1,0,0
0,0,1,NA,7,21,0,0,0
0,0,0,165,19,51,1,1,0
0,0,1,NA,15,23,1,0,0
0,1,0,175,20,28,1,0,1
0,0,1,NA,10,24,1,0,0
0,0,0,NA,10,44,1,0,0
0,0,1,195,22,17,1,0,0
0,0,1,NA,10,56,1,0,0
0,1,1,165,19,20,0,0,0
0,0,0,NA,10,32,1,0,0
0,0,0,NA,15,19,1,1,0
0,0,1,NA,10,63,1,0,0
0,0,1,NA,16,44,0,0,0
0,0,0,NA,10,22,1,1,0
0,1,0,NA,10,43,1,0,0
0,0,0,75,26,20,1,1,0
0,0,1,NA,13,19,1,0,0
0,0,0,NA,16,56,1,0,0
0,0,0,NA,10,24,1,0,0
0,1,0,NA,10,23,0,0,0
0,0,0,NA,10,42,1,0,0
0,0,1,75,10,32,1,0,0
0,0,0,75,18,18,0,0,1
0,0,0,NA,17,37,1,1,0
0,0,0,NA,10,46,1,0,0
0,0,1,NA,10,18,0,0,0
0,0,1,NA,15,32,1,0,0
1,0,1,NA,16,28,0,0,0
0,0,0,NA,10,30,1,1,0
0,0,0,75,18,32,1,0,0
0,0,1,NA,10,27,1,0,0
0,0,1,175,20,22,0,0,0
0,0,0,NA,15,38,0,0,0
0,0,0,125,15,34,0,0,0
0,0,1,NA,17,29,1,0,0
0,0,1,NA,15,80,1,0,0
0,0,0,NA,14,29,1,0,0
0,0,0,NA,16,27,1,0,0
0,0,1,NA,18,20,1,0,0
0,0,1,NA,10,30,1,1,0
0,0,0,225,25,42,1,0,1
0,0,0,NA,10,52,1,0,0
0,0,1,NA,10,45,0,0,0
0,0,1,NA,15,30,1,0,0
0,0,0,NA,15,28,1,0,0
0,0,0,185,21,47,1,0,0
0,0,0,NA,10,21,1,1,0
0,0,0,125,15,40,1,0,0
0,0,1,NA,10,27,0,0,0
0,0,0,NA,17,45,0,0,0
0,1,0,NA,15,19,0,0,0
0,0,0,75,15,52,1,0,0
0,0,1,NA,16,74,0,0,0
0,0,0,NA,15,57,1,0,0
0,0,0,75,20,22,0,0,0
0,0,0,NA,8,19,0,0,0
0,0,0,NA,10,26,1,0,0
0,0,0,NA,15,47,1,0,0
0,0,1,NA,18,42,0,0,0
0,0,0,NA,15,61,1,0,0
0,0,0,75,25,34,1,1,1
0,0,0,275,35,21,1,0,1
0,0,0,NA,17,20,1,0,0
0,0,1,NA,15,18,1,0,0
0,0,0,NA,16,21,1,0,0
0,0,1,NA,10,25,0,0,0
0,0,0,NA,10,29,1,0,0
0,0,1,NA,14,57,0,0,0
0,0,0,NA,15,70,1,0,0
0,0,0,NA,15,30,1,0,0
0,0,0,NA,15,23,1,1,0
0,0,1,NA,10,30,0,0,0
0,0,0,NA,10,53,0,0,0
0,0,0,120,17,39,1,0,0
0,0,1,NA,15,31,1,0,0
0,0,1,75,20,45,1,0,0
1,0,0,75,20,52,1,0,1
1,0,0,NA,18,49,0,0,0
0,0,0,50,10,63,1,0,0
0,0,1,NA,10,29,0,0,0
0,0,1,NA,5,61,0,0,0
1,0,1,NA,10,34,1,0,0
0,0,0,NA,16,21,1,0,0
0,0,1,NA,10,41,0,0,0
0,0,0,NA,10,48,1,0,0
0,0,1,NA,14,15,1,1,0
0,0,0,265,29,37,1,0,1
0,0,1,NA,10,71,1,0,0
0,1,1,NA,10,19,1,0,0
0,0,0,NA,10,53,0,0,0
0,0,0,75,27,23,1,0,0
0,0,1,75,15,20,1,0,1
0,0,1,145,17,60,0,0,1
0,0,1,NA,15,42,0,0,0
0,0,0,NA,10,55,0,0,0
0,0,0,NA,10,19,1,0,0
0,0,1,NA,10,37,0,0,0
0,0,0,NA,15,27,1,0,0
0,0,0,NA,19,51,1,0,0
0,0,1,NA,15,24,1,1,0
0,0,0,NA,10,30,1,1,0
0,0,0,NA,15,36,1,0,0
0,0,1,NA,10,41,1,0,0
0,0,1,NA,10,37,0,0,0
0,0,0,75,10,30,1,1,0
0,0,0,NA,16,33,1,0,0
0,0,0,NA,14,62,1,0,0
0,0,0,NA,10,48,0,0,0
0,0,1,NA,10,45,1,0,0
0,0,1,NA,16,19,1,1,0
0,0,0,50,10,34,1,0,0
0,0,0,50,10,38,1,0,0
0,1,0,NA,10,24,0,0,0
0,0,0,NA,17,49,1,0,0
1,0,0,NA,10,36,1,0,0
0,0,0,NA,10,25,1,1,0
0,0,0,NA,15,36,1,0,0
1,0,1,NA,10,29,1,0,0
0,0,1,NA,14,21,1,0,0
0,0,1,115,14,31,1,0,0
0,0,1,NA,10,22,1,0,0
0,0,1,NA,10,28,1,0,0
0,0,0,NA,10,40,1,0,0
0,0,1,NA,10,37,1,0,0
0,0,0,75,10,21,1,0,0
0,0,1,NA,15,19,1,0,0
0,0,0,NA,10,66,0,0,0
0,0,0,NA,10,25,1,0,0
0,0,0,NA,11,22,1,1,0
0,0,1,NA,15,23,1,0,0
0,0,0,NA,10,27,1,0,0
0,0,1,NA,15,46,1,1,0
0,0,1,145,17,26,1,0,1
0,0,1,NA,15,28,1,0,0
0,0,0,NA,10,37,1,0,0
0,0,1,NA,17,49,1,0,0
0,0,0,NA,15,57,0,0,0
0,0,0,NA,10,39,0,0,0
0,0,0,NA,19,33,1,0,0
0,0,0,NA,10,20,1,0,0
0,1,1,125,15,20,0,0,0
0,0,0,NA,16,66,1,0,0
0,0,0,75,22,26,1,0,0
0,0,1,NA,15,22,1,0,0
0,0,0,NA,17,25,1,0,0
0,0,1,NA,16,27,0,0,0
0,0,0,170,22,34,1,0,0
0,0,0,NA,15,42,1,0,0
0,0,1,135,16,25,1,0,0
0,0,1,NA,15,23,1,0,0
0,0,1,75,10,65,0,0,0
0,0,0,NA,15,26,0,0,0
1,0,1,NA,10,42,1,0,0
0,0,0,75,10,28,0,0,0
0,0,0,125,15,46,1,0,1
1,0,1,NA,10,24,1,0,0
0,0,0,NA,16,21,0,0,0
0,0,1,NA,11,36,0,0,0
0,0,1,NA,15,53,0,0,0
0,0,1,NA,10,52,1,0,0
0,0,0,NA,17,20,1,1,0
0,0,0,NA,15,52,0,0,0
0,0,1,NA,17,55,1,0,0
0,0,0,NA,10,72,1,0,0
0,0,0,NA,10,41,1,0,0
0,0,1,NA,10,54,1,1,0
0,0,1,75,10,25,0,0,0
0,0,0,NA,15,28,1,0,0
0,0,0,NA,15,21,0,0,0
0,0,1,NA,10,44,1,1,0
0,0,0,NA,10,30,1,1,0
0,0,0,NA,15,73,0,0,0
0,0,0,NA,10,18,0,0,0
0,0,0,NA,18,54,1,0,0
0,0,1,NA,20,35,0,0,1
0,0,0,NA,10,20,1,1,0
1,0,1,NA,10,30,1,0,0
0,0,1,NA,15,19,1,0,0
0,0,1,185,21,21,1,1,0
0,0,0,NA,10,20,1,0,0
0,0,0,NA,15,23,1,0,0
0,0,0,NA,15,38,0,0,0
0,0,0,NA,15,17,0,0,0
0,0,0,50,10,46,1,0,0
0,0,0,NA,15,17,0,0,0
0,0,1,NA,17,20,1,0,0
0,0,1,175,20,22,1,0,1
0,0,1,NA,10,36,0,0,0
0,0,0,225,25,45,1,0,1
0,0,0,NA,10,36,1,0,0
0,0,1,NA,17,18,1,1,0
0,0,1,NA,14,41,0,0,0
1,0,1,NA,15,37,1,0,0
0,0,1,NA,15,31,1,0,0
0,0,0,75,10,24,1,0,0
0,0,0,NA,10,30,1,0,0
0,0,1,75,20,22,1,0,0
0,0,0,NA,10,28,1,0,0
0,0,0,NA,18,40,1,0,0
0,0,1,NA,10,49,1,0,0
1,0,0,NA,10,47,1,0,0
0,0,0,NA,15,54,1,1,0
0,0,1,NA,15,43,1,0,0
0,0,1,NA,10,24,1,0,0
0,0,1,NA,10,57,0,0,0
0,0,0,NA,10,17,0,0,0
0,0,1,NA,10,43,1,0,0
0,0,1,NA,10,45,1,0,0
0,0,1,NA,15,21,0,0,0
0,0,1,NA,17,29,1,0,0
0,0,1,NA,16,55,1,0,0
0,0,1,NA,15,50,0,0,0
0,0,1,NA,10,31,1,0,0
0,0,0,NA,10,27,1,0,0
0,1,0,NA,16,44,1,0,0
0,0,1,NA,10,43,1,0,0
0,0,0,NA,10,22,0,0,0
0,0,1,165,19,30,1,0,0
0,0,0,NA,10,39,1,0,0
0,0,0,NA,15,70,1,0,0
0,0,0,125,15,40,1,0,1
0,0,0,NA,10,35,1,0,0
0,0,0,NA,15,20,1,1,0
0,0,1,NA,10,52,1,0,0
0,0,0,NA,10,20,1,1,0
0,0,0,NA,10,40,1,1,0
0,0,0,NA,13,34,0,0,0
0,0,1,NA,10,52,1,1,0
0,0,1,NA,17,36,0,0,0
1,0,0,75,18,59,1,0,0
0,0,1,NA,15,26,0,0,0
0,0,0,NA,15,26,1,0,0
0,0,1,NA,18,52,1,0,0
0,0,0,NA,10,30,1,0,0
0,0,1,75,10,42,1,0,0
0,1,0,NA,10,22,0,0,0
0,0,0,NA,10,20,1,0,0
1,0,0,NA,16,29,1,0,0
0,0,1,NA,16,41,0,0,0
0,0,0,75,20,20,1,0,0
0,0,1,NA,14,19,1,0,0
0,0,0,75,10,23,1,0,0
0,0,1,NA,10,43,1,0,0
0,0,0,NA,19,54,1,0,0
0,0,0,NA,12,39,0,0,0
0,0,1,140,19,30,1,0,0
1,0,0,NA,17,24,0,0,0
0,0,0,NA,10,22,1,1,0
0,1,1,NA,13,22,1,0,0
0,0,1,NA,10,17,1,0,0
0,0,1,NA,10,56,1,0,0
0,0,0,225,25,34,1,1,1
0,0,0,NA,15,72,1,0,0
0,0,0,NA,10,43,1,1,0
0,0,0,NA,10,22,0,0,0
0,0,0,NA,18,44,0,0,0
0,0,1,NA,19,21,1,0,0
0,0,1,NA,15,38,0,0,0
0,0,0,NA,17,73,1,0,0
0,0,0,NA,19,26,1,0,0
0,0,0,130,18,27,1,0,0
0,0,0,NA,17,24,1,1,0
0,0,0,165,19,20,1,1,0
0,0,1,265,29,20,1,1,0
0,0,1,NA,18,42,0,0,0
0,0,0,NA,15,19,0,0,0
0,0,0,NA,10,22,1,0,0
0,0,0,75,10,49,1,0,0
0,0,1,NA,14,19,1,0,0
0,0,1,NA,14,21,1,0,0
0,0,0,NA,10,29,1,1,1
0,0,1,NA,15,25,1,1,0
0,0,0,NA,11,44,1,0,0
0,0,1,NA,10,19,1,0,0
0,1,0,NA,20,26,0,0,0
0,0,1,NA,17,24,1,0,0
0,0,0,NA,10,28,1,0,0
0,0,1,75,16,44,1,0,0
0,0,0,NA,10,28,1,0,1
0,0,0,NA,10,29,0,0,0
1,0,1,NA,19,23,1,0,0
0,0,1,NA,10,39,1,0,0
0,0,0,NA,10,41,1,0,0
0,0,1,75,20,66,1,0,0
1,0,1,125,15,42,1,0,0
0,0,0,NA,13,22,1,1,0
0,0,0,NA,15,28,1,0,0
0,0,0,NA,15,20,1,0,0
0,1,0,NA,15,22,1,0,0
0,0,0,NA,10,28,1,0,0
0,0,1,NA,15,27,1,0,0
0,0,1,NA,15,41,1,0,0
0,0,0,NA,10,23,1,0,0
0,0,0,NA,15,38,1,0,0
0,0,0,NA,10,42,1,0,0
0,0,1,NA,15,38,1,0,0
0,0,1,150,20,26,1,0,0
0,1,0,NA,10,20,0,0,0
0,0,1,NA,15,35,1,0,0
0,0,0,NA,15,64,0,0,0
0,0,0,NA,15,46,1,0,0
0,0,0,NA,10,49,1,0,0
0,0,1,NA,10,69,0,0,0
0,0,0,NA,10,52,1,0,0
0,0,0,NA,10,40,0,0,0
0,0,1,NA,14,22,0,0,0
0,0,0,NA,10,29,0,0,0
0,0,1,NA,13,40,1,0,0
0,0,0,NA,10,59,1,1,1
0,0,0,NA,10,56,1,0,0
0,0,0,NA,15,34,1,1,0
0,1,0,NA,15,34,1,0,0
0,0,0,NA,17,30,1,1,0
0,0,0,NA,15,20,0,0,0
0,0,0,NA,10,53,1,0,0
0,0,1,NA,10,54,0,0,0
0,0,0,NA,10,29,1,0,0
0,0,0,NA,18,26,1,1,0
0,0,0,NA,11,40,1,0,0
0,0,0,75,15,22,1,1,1
0,0,0,75,20,20,1,1,0
0,0,0,165,19,54,0,0,0
0,0,0,NA,15,53,1,0,0
0,0,0,NA,10,54,1,0,0
0,0,0,NA,10,39,1,0,0
0,0,0,NA,15,23,1,1,0
0,0,0,NA,15,27,1,0,0
0,0,0,NA,10,51,1,0,0
0,0,0,NA,15,33,1,0,0
0,0,0,NA,15,38,0,0,0
0,0,0,NA,16,20,1,1,0
1,0,1,NA,23,30,1,0,0
0,0,0,NA,25,33,1,0,0
0,0,1,NA,15,33,0,0,0
0,0,0,NA,10,52,1,0,0
0,0,0,75,15,18,1,0,1
0,0,0,NA,15,34,0,0,0
1,0,0,75,10,45,1,0,0
0,0,0,75,10,22,1,1,0
1,0,0,NA,10,39,1,0,0
0,0,1,50,10,33,1,0,0
0,0,1,NA,18,55,1,0,0
0,0,1,NA,16,40,1,0,0
0,0,0,NA,17,45,1,0,0
0,0,0,NA,10,26,1,1,0
0,0,0,NA,10,26,1,0,0
0,0,0,NA,15,27,1,0,0
0,0,1,NA,16,19,1,1,0
1,0,0,115,19,30,1,0,0
0,0,0,NA,15,19,0,0,0
0,0,0,NA,10,25,1,1,0
0,0,0,NA,14,22,1,0,0
0,0,0,NA,10,24,1,0,1
0,0,1,NA,10,34,1,0,0
0,0,0,NA,15,19,0,0,0
0,0,0,NA,16,21,0,0,0
0,0,1,NA,15,30,0,0,0
0,0,0,NA,10,27,1,0,0
0,0,1,NA,15,29,1,0,0
0,0,0,NA,10,28,0,0,0
0,0,1,NA,10,55,1,0,0
0,0,1,75,10,23,1,1,0
0,0,0,NA,15,24,1,0,0
0,0,1,NA,15,55,0,0,0
0,0,0,NA,10,31,1,0,0
0,0,1,NA,17,24,1,0,0
0,0,0,NA,15,35,1,0,0
0,0,0,NA,15,45,1,0,0
0,0,0,NA,10,42,1,0,1
0,0,1,NA,10,23,1,0,0
0,0,0,NA,17,23,1,1,0
0,0,0,NA,7,69,1,0,0
0,0,0,NA,15,46,1,0,0
0,0,0,75,22,22,1,0,0
0,0,0,NA,15,30,1,0,0
0,0,0,NA,10,46,1,0,0
0,0,0,110,16,23,1,0,0
1,0,0,NA,17,30,1,0,0
0,0,0,NA,10,36,1,1,0
0,0,1,75,10,31,1,0,0
0,0,0,NA,16,53,1,0,0
0,0,1,NA,10,31,0,0,0
0,0,0,75,24,46,1,0,1
0,0,1,75,10,23,0,0,0
0,0,0,NA,14,50,0,0,0
0,0,1,NA,10,36,1,0,0
0,0,0,75,15,20,0,0,0
0,0,0,NA,15,29,1,0,0
0,0,1,NA,15,41,1,0,0
0,0,0,75,10,28,1,1,0
0,0,1,NA,15,53,1,0,0
0,0,1,NA,15,32,1,0,0
0,1,0,NA,10,26,1,1,0
0,0,0,NA,10,23,1,0,1
0,0,0,NA,15,36,1,1,0
0,0,0,75,25,51,1,0,1
0,0,0,110,16,17,1,0,0
0,0,0,NA,10,36,1,0,0
0,1,0,NA,5,31,1,0,0
1,0,1,NA,9,51,0,0,0
0,0,0,NA,10,34,0,0,0
0,0,0,NA,19,25,1,1,0
0,0,1,NA,15,56,0,0,0
0,1,0,NA,10,24,0,0,0
0,0,0,NA,19,26,0,0,0
0,0,1,NA,10,28,0,0,0
0,0,1,NA,15,22,1,0,0
0,0,1,NA,10,17,0,0,0
0,0,0,NA,15,37,1,0,0
0,0,0,125,15,18,1,0,1
0,1,1,NA,17,35,0,0,0
0,0,1,75,20,56,1,0,1
0,0,0,NA,13,43,1,0,0
0,0,1,75,10,33,0,0,0
0,1,0,215,24,26,0,0,0
0,0,1,NA,10,27,1,0,0
0,0,1,NA,15,31,1,0,0
0,0,1,NA,15,45,0,0,0
0,0,0,NA,15,33,1,0,0
0,0,0,NA,10,41,1,0,0
0,0,1,NA,10,22,1,0,0
0,0,0,NA,10,29,1,0,0
0,0,0,NA,10,55,1,0,0
0,0,0,NA,10,30,0,0,0
0,0,0,NA,10,24,1,0,0
0,0,1,NA,10,49,0,0,0
0,0,0,NA,12,22,1,0,0
0,0,0,NA,16,43,1,0,0
0,0,0,NA,15,26,1,0,0
0,0,0,NA,10,23,0,0,0
0,0,1,NA,10,36,0,0,0
0,0,0,NA,10,41,1,0,0
0,0,1,NA,10,30,1,0,0
0,0,0,NA,10,31,1,1,0
0,0,1,NA,10,40,1,0,0
0,0,1,NA,17,25,1,0,0
0,0,0,NA,10,51,0,0,0
0,0,1,50,10,22,1,0,0
0,0,1,NA,15,32,0,0,0
1,0,1,NA,10,23,1,0,0
0,0,0,NA,10,45,1,0,0
0,0,0,NA,18,45,0,0,0
0,0,0,75,10,27,1,0,0
1,0,0,NA,10,28,0,0,0
0,0,1,NA,16,51,0,0,0
1,0,0,75,15,25,1,0,1
0,0,0,NA,16,28,1,0,0
0,0,1,NA,18,27,0,0,0
0,0,0,NA,17,33,0,0,0
0,0,1,75,18,23,1,0,0
0,0,0,NA,10,45,1,0,0
0,0,0,NA,17,23,1,1,0
0,0,0,NA,19,43,0,0,0
0,1,0,50,15,32,1,0,0
1,0,0,NA,15,26,0,0,0
0,0,0,NA,10,33,1,0,0
0,0,0,NA,17,24,1,1,0
0,0,0,195,22,31,1,1,1
0,0,1,NA,10,20,1,0,1
0,0,0,135,16,23,1,0,0
0,0,0,NA,19,45,1,0,0
0,0,1,NA,10,42,1,0,0
0,0,1,75,10,72,1,0,0
0,0,0,NA,10,22,1,0,0
0,0,0,NA,10,45,0,0,0
0,0,1,NA,10,48,0,0,0
0,0,1,NA,5,22,1,0,0
0,0,0,225,25,32,1,1,1
0,0,0,50,10,25,1,0,0
0,0,1,NA,18,22,0,0,0
0,0,0,75,10,53,1,0,0
0,0,0,75,13,26,1,1,1
0,0,0,75,11,22,0,0,0
0,0,1,NA,10,47,1,0,0
0,0,1,NA,15,24,1,0,0
0,0,0,75,17,23,1,0,0
0,0,0,NA,15,22,1,0,0
0,0,0,75,10,20,1,0,0
0,0,0,NA,15,37,1,0,0
0,0,0,NA,15,39,0,0,0
0,0,1,75,10,33,1,0,0
0,0,0,NA,20,26,1,0,0
0,0,0,175,20,53,1,0,1
0,0,1,NA,15,34,1,0,0
0,0,0,225,25,33,1,0,1
0,0,0,NA,10,22,1,0,0
1,0,1,NA,15,32,1,0,0
0,0,0,NA,15,39,1,0,0
0,0,0,NA,15,23,1,0,0
0,0,0,NA,19,25,1,0,0
0,0,1,NA,5,27,1,0,1
1,0,0,NA,17,26,1,1,0
0,0,1,NA,10,32,1,0,0
0,0,0,NA,21,25,0,0,0
0,0,0,NA,10,25,0,0,0
0,0,0,200,35,22,0,0,1
0,0,1,NA,10,47,1,0,0
0,0,0,75,10,23,0,0,0
0,0,0,NA,10,20,1,0,0
0,0,1,NA,10,63,1,0,0
0,0,0,NA,15,25,1,0,0
0,0,1,NA,10,36,1,0,0
0,0,0,NA,15,29,1,0,0
0,0,0,NA,7,53,1,0,0
1,0,0,NA,10,23,1,1,0
0,0,0,75,10,19,1,0,0
0,0,0,NA,15,37,1,0,0
0,0,0,75,15,27,1,0,0
0,0,0,NA,20,50,1,0,1
0,0,0,NA,10,22,1,0,0
0,0,0,NA,10,36,0,0,0
0,0,1,NA,10,68,1,0,0
0,0,0,NA,7,58,0,0,0
0,0,0,NA,10,37,0,0,0
0,0,0,NA,16,76,0,0,0
0,0,0,NA,10,20,0,0,0
0,0,1,NA,17,20,1,1,0
0,0,1,NA,15,70,1,0,0
0,0,0,NA,15,22,1,0,0
0,0,0,NA,19,66,1,0,0
0,0,0,NA,10,49,0,0,0
0,0,0,75,10,50,1,0,0
0,0,1,NA,15,38,1,0,0
0,0,0,NA,10,27,1,0,0
0,0,1,NA,10,23,0,0,0
0,0,0,NA,10,21,1,0,0
0,0,1,NA,10,28,0,0,0
0,0,0,NA,15,22,1,0,0
0,0,0,NA,15,85,0,0,0
0,0,1,NA,10,22,1,0,0
0,0,0,NA,15,24,1,0,0
0,0,0,NA,10,34,1,1,0
0,0,0,175,19,34,0,0,0
0,0,0,NA,10,26,1,0,0
0,0,0,NA,19,52,1,0,0
0,0,0,NA,10,26,1,0,0
0,0,0,NA,10,26,0,0,0
0,0,0,NA,9,29,1,0,1
0,0,0,NA,10,51,1,0,0
0,0,0,NA,14,21,1,0,0
1,0,0,170,22,23,0,0,0
0,0,0,NA,15,50,1,0,0
0,0,1,75,10,20,1,0,0
0,0,0,NA,17,24,1,0,0
0,0,0,NA,10,39,1,0,0
0,0,1,NA,10,23,1,0,0
0,1,0,NA,5,35,1,1,1
0,0,0,75,20,50,1,1,1
0,0,0,NA,7,50,0,0,0
0,0,0,NA,15,21,0,0,0
0,0,0,NA,19,36,1,0,0
0,0,0,NA,20,22,0,0,0
0,0,0,50,10,32,1,0,0
0,0,0,NA,17,21,1,0,0
0,0,1,NA,16,19,1,0,0
0,0,0,NA,17,20,1,1,0
0,0,1,NA,10,32,1,0,0
0,0,1,75,20,58,1,0,0
0,0,0,NA,10,24,1,1,0
0,0,1,255,28,39,0,0,0
0,0,1,NA,17,46,1,0,0
0,0,1,NA,13,29,1,0,0
0,0,1,275,30,23,1,1,1
0,0,0,NA,15,29,1,0,0
0,1,0,NA,16,39,0,0,0
0,0,1,75,10,53,0,0,0
0,0,1,NA,15,23,1,0,0
0,1,0,75,10,28,1,1,1
0,0,0,NA,16,43,0,0,0
0,0,1,75,22,32,1,0,0
0,0,0,NA,9,32,1,0,1
1,0,0,245,27,31,1,0,0
0,0,1,NA,15,29,0,0,0
0,0,0,NA,10,67,0,0,0
0,0,0,NA,8,27,1,0,0
0,0,0,NA,15,46,1,0,0
0,0,0,NA,10,24,1,0,0
0,0,1,75,10,31,1,0,0
0,0,0,NA,10,39,1,0,1
0,0,0,NA,10,34,1,1,0
0,0,0,NA,15,46,1,0,0
0,0,0,NA,17,50,1,1,0
0,0,1,50,10,35,1,0,0
0,0,0,175,20,21,1,1,1
0,0,1,NA,10,23,1,0,0
0,0,0,NA,15,65,1,0,0
0,0,0,NA,14,60,1,0,0
0,0,1,NA,17,23,1,0,0
0,0,1,NA,10,23,1,1,0
0,0,1,100,15,49,1,0,0
0,0,0,NA,15,54,1,0,0
0,0,1,NA,10,35,1,0,0
0,0,0,NA,15,26,1,0,0
0,0,0,NA,15,34,1,0,0
0,0,1,NA,15,64,1,0,0
0,0,0,75,20,25,1,0,1
0,0,1,NA,11,20,1,0,0
0,0,1,NA,15,19,0,0,0
0,0,0,50,10,36,1,1,0
0,0,0,NA,15,22,1,1,0
0,0,0,NA,10,24,1,0,0
0,0,1,NA,19,52,1,0,0
0,0,1,NA,16,32,1,0,0
0,0,0,NA,10,32,1,0,0
0,0,0,NA,15,20,1,1,0
1,0,1,75,10,41,1,1,0
0,0,0,NA,13,40,1,0,0
0,0,1,50,10,19,1,0,0
0,0,1,NA,10,40,1,0,0
0,0,1,NA,11,24,1,1,0
0,0,0,NA,15,26,1,0,0
0,0,0,NA,10,25,0,0,0
0,0,0,NA,8,23,1,0,0
0,0,0,NA,10,33,1,1,0
0,0,0,NA,18,19,1,1,0
0,0,1,NA,10,31,1,0,0
0,0,0,NA,10,25,1,0,0
0,0,0,75,10,24,1,0,0
0,0,0,NA,10,19,0,0,0
0,0,0,NA,10,21,1,0,0
0,0,0,160,21,19,0,0,0
0,0,0,NA,15,28,1,0,0
0,0,0,100,15,46,1,0,1
0,0,1,NA,10,65,1,0,0
0,0,0,175,20,20,1,0,0
0,0,0,NA,10,28,1,1,0
0,0,0,NA,10,58,1,0,0
0,0,1,NA,15,26,1,0,0
0,0,1,NA,10,25,0,0,0
0,0,0,NA,16,42,1,0,0
1,0,1,75,20,44,1,0,0
0,0,0,NA,10,34,1,0,0
0,0,0,225,25,27,1,0,1
0,0,1,NA,10,21,1,1,0
0,1,0,455,48,22,1,0,1
0,0,1,NA,15,40,1,0,0
0,0,1,NA,15,20,1,0,0
0,0,0,NA,10,19,1,1,0
0,0,0,NA,10,40,1,0,0
