title,year,length,budget,rating,votes,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,mpaa,Action,Animation,Comedy,Drama,Documentary,Romance,Short,genre,highrating,RatedR
"Rules of Attraction, The",2002,110,4,6.7,8552,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,R,0,0,1,1,0,1,0,Comedy,Yes,R_rated
Rules of Engagement,2000,128,60,6.3,7903,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
Runaway Bride,1999,116,70,5.4,12624,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,PG,0,0,1,0,0,1,0,Comedy,No,Not_R_rated
Runaway Jury,2003,127,60,7.1,10761,4.5,4.5,4.5,4.5,4.5,14.5,34.5,24.5,4.5,4.5,PG-13,0,0,0,1,0,0,0,Drama,Yes,Not_R_rated
"Rundown, The",2003,104,85,6.5,8067,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,4.5,4.5,PG-13,1,0,1,0,0,0,0,Action,Yes,Not_R_rated
Rush Hour,1998,93,35,6.7,18336,4.5,4.5,4.5,4.5,4.5,14.5,34.5,24.5,4.5,4.5,PG-13,1,0,1,0,0,0,0,Action,Yes,Not_R_rated
Rush Hour 2,2001,86,90,6.5,16581,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,PG-13,1,0,1,0,0,0,0,Action,Yes,Not_R_rated
Rushmore,1998,93,10,7.7,22209,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,34.5,R,0,0,1,1,0,1,0,Comedy,Yes,R_rated
Ryan's Daughter,1970,202,15,7.4,965,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,R,0,0,0,1,0,1,0,Drama,Yes,R_rated
S.W.A.T.,2003,117,80,5.9,12732,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,PG-13,1,0,0,0,0,0,0,Action,No,Not_R_rated
Sabrina,1995,127,58,6.1,7547,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,PG,0,0,1,1,0,1,0,Comedy,Yes,Not_R_rated
Safe Men,1998,88,1,6.1,590,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,R,0,0,1,0,0,0,0,Comedy,Yes,R_rated
Sahara,2005,124,130,5.8,3004,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,PG-13,1,0,1,0,0,0,0,Action,No,Not_R_rated
"Saint, The",1997,116,70,5.7,12591,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,PG-13,1,0,0,0,0,1,0,Action,No,Not_R_rated
Saints and Soldiers,2003,90,0.78,6.9,689,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,24.5,PG-13,1,0,0,1,0,0,0,Action,Yes,Not_R_rated
"Salton Sea, The",2002,107,18,7.2,5070,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
Samsara,2001,138,3,7.6,636,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,R,1,0,0,1,0,1,0,Action,Yes,R_rated
"Sand Pebbles, The",1966,193,12,7.6,1773,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,PG-13,0,0,0,1,0,1,0,Drama,Yes,Not_R_rated
Santa sangre,1989,123,0.787,7.2,1165,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,34.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
Saturn,1999,94,0.35,5.5,43,4.5,4.5,4.5,4.5,14.5,4.5,4.5,4.5,14.5,34.5,R,0,0,0,1,0,0,0,Drama,No,R_rated
Savage,1995,99,5,4.1,93,24.5,4.5,4.5,4.5,14.5,4.5,4.5,4.5,0,14.5,R,1,0,0,0,0,0,0,Action,No,R_rated
Save the Last Dance,2001,112,13,6.1,7613,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,PG-13,0,0,0,1,0,1,0,Drama,Yes,Not_R_rated
Saved!,2004,92,5,7.1,6504,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,PG-13,0,0,1,1,0,0,0,Comedy,Yes,Not_R_rated
Saving Private Ryan,1998,170,70,8.3,100267,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,34.5,R,1,0,0,1,0,0,0,Action,Yes,R_rated
Saving Silverman,2001,96,22,5.4,6684,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,R,0,0,1,0,0,1,0,Comedy,No,R_rated
Savior,1998,104,10,7.2,1775,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
Say It Isn't So,2001,93,25,4.6,3144,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,R,0,0,1,0,0,1,0,Comedy,No,R_rated
"Scarlet Letter, The",1995,135,50,4.4,2426,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,R,0,0,0,1,0,1,0,Drama,No,R_rated
Scary Movie,2000,88,19,5.5,23293,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,R,0,0,1,0,0,0,0,Comedy,No,R_rated
Scary Movie 2,2001,83,45,4.2,12035,14.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,R,0,0,1,0,0,0,0,Comedy,No,R_rated
Scary Movie 3,2003,84,45,5.3,9225,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,PG-13,0,0,1,0,0,0,0,Comedy,No,Not_R_rated
Schindler's List,1993,195,25,8.8,97667,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,44.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
"School of Rock, The",2003,108,20,7.4,16452,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,PG-13,0,0,1,0,0,0,0,Comedy,Yes,Not_R_rated
Scooby-Doo,2002,86,84,4.8,9618,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,PG,0,0,1,0,0,0,0,Comedy,No,Not_R_rated
"Score, The",2001,124,68,6.8,16106,4.5,4.5,4.5,4.5,4.5,14.5,34.5,24.5,4.5,4.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
"Scorpion King, The",2002,92,60,5.3,10111,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,PG-13,1,0,0,0,0,0,0,Action,No,Not_R_rated
Screwed,2000,78,10,4.8,1592,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,PG-13,0,0,1,0,0,0,0,Comedy,No,Not_R_rated
Se7en,1995,127,30,8.4,88371,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
Seabiscuit,2003,141,86,7.5,11552,4.5,4.5,4.5,4.5,4.5,4.5,24.5,34.5,24.5,4.5,PG-13,0,0,0,1,0,0,0,Drama,Yes,Not_R_rated
Search and Destroy,1995,90,4,5,402,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,R,0,0,1,1,0,0,0,Comedy,No,R_rated
Searching for Debra Winger,2002,97,0.6,5.6,301,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,R,0,0,0,0,1,0,0,Documentary,No,R_rated
Secondhand Lions,2003,120,30,7.4,5543,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,PG,0,0,1,1,0,0,0,Comedy,Yes,Not_R_rated
Secret Window,2004,96,40,6.3,13260,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,PG-13,0,0,0,1,0,0,0,Drama,Yes,Not_R_rated
Secrets & Lies,1996,136,4.5,7.9,7747,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,R,0,0,1,1,0,0,0,Comedy,Yes,R_rated
See Spot Run,2001,94,16,5,1193,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,PG,0,0,1,0,0,0,0,Comedy,No,Not_R_rated
Seed of Chucky,2004,87,12,5.1,1342,14.5,4.5,4.5,4.5,4.5,14.5,14.5,4.5,4.5,24.5,R,0,0,1,0,0,0,0,Comedy,No,R_rated
Selena,1997,127,20,6.1,2870,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,24.5,PG,0,0,0,1,0,0,0,Drama,Yes,Not_R_rated
Sense and Sensibility,1995,136,16.5,7.7,13904,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,PG,0,0,1,1,0,1,0,Comedy,Yes,Not_R_rated
Serendipity,2001,90,28,6.6,10795,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,PG-13,0,0,1,0,0,1,0,Comedy,Yes,Not_R_rated
Serial Mom,1994,95,13,6.3,4750,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,R,0,0,1,0,0,0,0,Comedy,Yes,R_rated
"Serpent's Kiss, The",1997,104,13,5.3,368,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,14.5,R,0,0,0,1,0,0,0,Drama,No,R_rated
Serving Sara,2002,99,29,4.6,2990,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,4.5,PG-13,0,0,1,0,0,1,0,Comedy,No,Not_R_rated
Session 9,2001,97,1.5,6.6,3718,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
Set It Off,1996,123,9,6.1,1619,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,14.5,R,1,0,0,1,0,0,0,Action,Yes,R_rated
Seven Years in Tibet,1997,139,70,6.6,9426,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,PG-13,0,0,0,1,0,0,0,Drama,Yes,Not_R_rated
Sgt. Bilko,1996,93,39,5.1,3712,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,PG,0,0,1,0,0,0,0,Comedy,No,Not_R_rated
Shade,2003,101,6.8,6.5,1616,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
Shadow Conspiracy,1997,103,45,4.5,1078,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,R,1,0,0,0,0,0,0,Action,No,R_rated
Shaft,2000,99,46,6,13742,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,R,1,0,0,0,0,0,0,Action,Yes,R_rated
Shakes the Clown,1992,87,1.4,5.5,838,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,24.5,R,0,0,1,0,0,0,0,Comedy,No,R_rated
Shakespeare in Love,1998,122,25,7.5,41999,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,R,0,0,1,1,0,1,0,Comedy,Yes,R_rated
Shall We Dance,2004,106,40,6,3479,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,PG-13,0,0,1,1,0,1,0,Comedy,Yes,Not_R_rated
Shallow Grave,1994,93,2.5,7.4,9401,4.5,4.5,4.5,4.5,4.5,4.5,24.5,34.5,14.5,14.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
Shallow Hal,2001,113,40,6.1,13217,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,PG-13,0,0,1,1,0,1,0,Comedy,Yes,Not_R_rated
Shanghai Knights,2003,114,50,6.3,7279,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,PG-13,1,0,1,0,0,0,0,Action,Yes,Not_R_rated
Shanghai Noon,2000,110,55,6.7,12258,4.5,4.5,4.5,4.5,4.5,14.5,34.5,24.5,4.5,4.5,PG-13,1,0,1,0,0,0,0,Action,Yes,Not_R_rated
"Shape of Things, The",2003,96,4,6.9,1816,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
Shark Tale,2004,90,75,5.9,7819,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,PG,1,1,1,0,0,0,0,Action,No,Not_R_rated
Shattered Glass,2003,95,6,7.5,4108,4.5,4.5,4.5,4.5,4.5,4.5,24.5,34.5,14.5,14.5,PG-13,0,0,0,1,0,0,0,Drama,Yes,Not_R_rated
Shaun of the Dead,2004,99,4,7.9,18685,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,34.5,R,0,0,1,0,0,0,0,Comedy,Yes,R_rated
"Shawshank Redemption, The",1994,142,25,9.1,149494,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,45.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
She's All That,1999,95,10,5.5,13070,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,PG-13,0,0,1,0,0,1,0,Comedy,No,Not_R_rated
She's So Lovely,1997,100,18,5.7,2280,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,R,0,0,1,1,0,1,0,Comedy,No,R_rated
She's the One,1996,96,3.5,6,3779,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,R,0,0,1,0,0,1,0,Comedy,Yes,R_rated
Shine,1996,105,5.5,7.6,12425,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,PG-13,0,0,0,1,0,1,0,Drama,Yes,Not_R_rated
"Shipping News, The",2001,111,35,6.9,7695,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,R,0,0,0,1,0,1,0,Drama,Yes,R_rated
Shooting Fish,1997,103,3,6.6,2701,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,PG,0,0,1,0,0,1,0,Comedy,Yes,Not_R_rated
"Shot at Glory, A",2000,114,9,6.3,286,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
Showgirls,1995,131,45,3.8,11483,24.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,NC-17,0,0,0,1,0,0,0,Drama,No,Not_R_rated
Showtime,2002,96,85,5.5,7689,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,PG-13,1,0,1,0,0,0,0,Action,No,Not_R_rated
Shrek,2001,90,60,8,65146,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,PG,0,1,1,0,0,1,0,Animation,Yes,Not_R_rated
Shrek 2,2004,92,75,7.8,27236,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,PG,0,1,1,0,0,0,0,Animation,Yes,Not_R_rated
"Shrink Is In, The",2001,87,6,4.9,319,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,14.5,R,0,0,1,0,0,1,0,Comedy,No,R_rated
Shutter,2001,24,0.015,3.5,12,45.5,0,4.5,4.5,0,0,4.5,0,0,24.5,R,0,0,0,0,0,0,1,Short,No,R_rated
Sidewalks of New York,2001,108,1,6.5,1998,4.5,4.5,4.5,4.5,4.5,14.5,34.5,24.5,4.5,4.5,R,0,0,1,0,0,1,0,Comedy,Yes,R_rated
Sideways,2004,123,16,8,17051,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,R,0,0,1,1,0,0,0,Comedy,Yes,R_rated
"Siege, The",1998,116,70,5.9,9725,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,R,1,0,0,1,0,0,0,Action,No,R_rated
Signs,2002,108,72,7.1,40285,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,PG-13,0,0,0,1,0,0,0,Drama,Yes,Not_R_rated
Silent Trigger,1996,90,15,4.7,432,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,14.5,R,1,0,0,1,0,0,0,Action,No,R_rated
Simon Birch,1998,113,20,6.8,4612,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,PG,0,0,1,1,0,0,0,Comedy,Yes,Not_R_rated
"Simple Plan, A",1998,121,17,7.6,15398,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
"Simple Wish, A",1997,89,28,5,423,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,PG,0,0,1,0,0,0,0,Comedy,No,Not_R_rated
Simply Irresistible,1999,94,6,4.7,3083,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,14.5,PG-13,0,0,1,0,0,1,0,Comedy,No,Not_R_rated
Sin City,2005,124,45.5,8.3,23473,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,45.5,R,1,0,0,0,0,0,0,Action,Yes,R_rated
Sinbad: Legend of the Seven Seas,2003,86,60,6.5,2340,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,4.5,4.5,PG,0,1,0,0,0,0,0,Animation,Yes,Not_R_rated
"Singing Detective, The",2003,109,10,5.3,1184,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,R,0,0,1,1,0,0,0,Comedy,No,R_rated
"Singles Ward, The",2002,102,0.5,5.7,291,14.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,34.5,PG,0,0,1,1,0,1,0,Comedy,No,Not_R_rated
Siunin Wong Fei-hung tsi titmalau,1993,90,2,7.4,3173,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,PG-13,1,0,1,0,0,0,0,Action,Yes,Not_R_rated
Six-String Samurai,1998,91,2,6.2,1163,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,24.5,PG-13,1,0,0,0,0,0,0,Action,Yes,Not_R_rated
"Sixth Sense, The",1999,107,55,8.2,96987,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,PG-13,0,0,0,1,0,0,0,Drama,Yes,Not_R_rated
Skeletons in the Closet,2000,86,1.5,5.4,239,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,14.5,R,0,0,0,1,0,0,0,Drama,No,R_rated
Skin Deep,2003,89,0.4,3.8,31,4.5,4.5,4.5,14.5,4.5,4.5,4.5,4.5,14.5,24.5,R,1,0,1,1,0,0,0,Action,No,R_rated
"Skulls, The",2000,106,15,5.3,6530,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,PG-13,0,0,0,1,0,0,0,Drama,No,Not_R_rated
Sky Captain and the World of Tomorrow,2004,106,40,6.5,12579,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,PG,1,0,0,0,0,0,0,Action,Yes,Not_R_rated
Slackers,2002,86,11,4.7,2755,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,R,0,0,1,0,0,0,0,Comedy,No,R_rated
Slam,1998,100,1,7.1,569,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
Slap Her... She's French,2002,92,10,4.7,811,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,PG-13,0,0,1,0,0,0,0,Comedy,No,Not_R_rated
"Slaughter Rule, The",2002,112,0.5,6,356,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
Sleepers,1996,147,44,7,17896,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
"Sleeping Dictionary, The",2003,109,12,6.1,696,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,R,0,0,0,1,0,1,0,Drama,Yes,R_rated
Sleepover,2004,89,10,4.1,733,24.5,4.5,4.5,14.5,4.5,4.5,4.5,4.5,4.5,14.5,PG,0,0,1,0,0,0,0,Comedy,No,Not_R_rated
Slums of Beverly Hills,1998,92,5,6.4,2914,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,R,0,0,1,1,0,0,0,Comedy,Yes,R_rated
Small Soldiers,1998,110,40,5.8,6938,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,PG-13,1,0,1,0,0,0,0,Action,No,Not_R_rated
Small Time Crooks,2000,94,18,6.5,6218,4.5,4.5,4.5,4.5,4.5,24.5,34.5,14.5,4.5,4.5,PG,0,0,1,0,0,1,0,Comedy,Yes,Not_R_rated
"Smile Like Yours, A",1997,98,18,4.5,348,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,4.5,R,0,0,1,0,0,1,0,Comedy,No,R_rated
Smilla's Sense of Snow,1997,120,35,6.3,3722,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,R,1,0,0,1,0,0,0,Action,Yes,R_rated
Smoke,1995,112,7,7.4,8111,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,R,0,0,1,1,0,0,0,Comedy,Yes,R_rated
Smoke Signals,1998,88,2,7.2,2665,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,PG-13,0,0,1,1,0,0,0,Comedy,Yes,Not_R_rated
Snatch.,2000,102,10,7.9,44785,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,R,0,0,1,0,0,0,0,Comedy,Yes,R_rated
Snitch,1998,90,11,6.2,412,4.5,4.5,4.5,4.5,14.5,14.5,14.5,24.5,14.5,4.5,R,1,0,0,1,0,0,0,Action,Yes,R_rated
Snow Day,2000,89,13,4.6,1645,14.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,PG,0,0,1,0,0,1,0,Comedy,No,Not_R_rated
Snow Dogs,2002,99,35,5.1,2379,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,PG,0,0,1,0,0,0,0,Comedy,No,Not_R_rated
Snow Falling on Cedars,1999,127,36,6.7,4536,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,PG-13,0,0,0,1,0,0,0,Drama,Yes,Not_R_rated
Soho Square,2000,79,0.007,4.9,45,4.5,4.5,14.5,4.5,4.5,14.5,14.5,4.5,0,24.5,R,0,0,0,1,0,0,0,Drama,No,R_rated
Sol Goode,2001,99,3,5.4,291,4.5,4.5,4.5,4.5,4.5,14.5,14.5,4.5,4.5,14.5,R,0,0,1,0,0,0,0,Comedy,No,R_rated
Solaris,2002,99,47,6.3,11808,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,PG-13,0,0,0,1,0,1,0,Drama,Yes,Not_R_rated
Soldier,1998,98,75,5.2,5590,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,R,1,0,0,0,0,0,0,Action,No,R_rated
Solitaire for 2,1995,106,1.5,4.8,122,4.5,4.5,4.5,4.5,14.5,4.5,14.5,14.5,14.5,14.5,R,0,0,1,0,0,1,0,Comedy,No,R_rated
Someone Like You...,2001,97,23,5.7,4249,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,PG-13,0,0,1,0,0,1,0,Comedy,No,Not_R_rated
Son of the Mask,2005,94,74,1.9,1785,74.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,PG,1,0,1,0,0,0,0,Action,No,Not_R_rated
Songcatcher,2000,109,1.8,7.2,927,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,PG-13,0,0,0,1,0,0,0,Drama,Yes,Not_R_rated
Sons of Provo,2004,93,0.2,4.3,35,4.5,14.5,4.5,4.5,4.5,0,4.5,14.5,4.5,44.5,PG,0,0,1,0,0,0,0,Comedy,No,Not_R_rated
Sorority Boys,2002,93,12,5.1,2398,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,R,0,0,1,0,0,0,0,Comedy,No,R_rated
Soul Assassin,2001,96,7,4,376,14.5,4.5,4.5,14.5,4.5,4.5,4.5,14.5,4.5,14.5,R,1,0,0,0,0,0,0,Action,No,R_rated
Soul Food,1997,114,7.5,6.5,1166,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,24.5,R,0,0,1,1,0,0,0,Comedy,Yes,R_rated
Soul Plane,2004,92,16,3.2,2361,34.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,R,0,0,1,0,0,0,0,Comedy,No,R_rated
South Park: Bigger Longer & Uncut,1999,81,21,7.6,33188,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,R,0,1,1,0,0,0,0,Animation,Yes,R_rated
Space Jam,1996,87,80,5.2,7995,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,PG,0,1,1,0,0,0,0,Animation,No,Not_R_rated
Space Truckers,1996,95,25,4.5,1460,14.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,PG-13,0,0,1,0,0,0,0,Comedy,No,Not_R_rated
Spanglish,2004,130,80,6.7,4698,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,PG-13,0,0,1,1,0,1,0,Comedy,Yes,Not_R_rated
Spanish Judges,1999,98,3.5,4.8,178,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,14.5,4.5,R,0,0,0,1,0,0,0,Drama,No,R_rated
Spawn,1997,98,40,4.6,7523,14.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,PG-13,1,0,0,0,0,0,0,Action,No,Not_R_rated
Species,1995,108,35,5.4,8963,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,R,1,0,0,1,0,0,0,Action,No,R_rated
Speed,1994,116,28,7.1,32979,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,R,1,0,0,0,0,0,0,Action,Yes,R_rated
Speed 2: Cruise Control,1997,121,110,3.3,13268,24.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,PG-13,1,0,0,0,0,1,0,Action,No,Not_R_rated
Speedway Junky,1999,105,1,5.3,469,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,24.5,R,0,0,0,1,0,0,0,Drama,No,R_rated
Spice World,1997,93,25,3,7710,34.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,PG,0,0,1,0,0,0,0,Comedy,No,Not_R_rated
Spider,2002,94,8,6.8,5193,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
Spider-Man,2002,121,139,7.4,63228,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,PG-13,1,0,0,0,0,0,0,Action,Yes,Not_R_rated
